"","NameUsed","Institution","Pub.Outlet","InstitutionPrestige","Gender","Race"
"1084","Gabriela Lopez","Bridgewater State University","Applied Mathematics","Low","Female","Hispanic"
"1085","Liu Xiaohong","Bridgewater State University","Neuroscience","Low","Female","Asian"
"1086","Liu Xiaohong","California State University, Stanislaus","Neuroscience","Low","Female","Asian"
"1087","Chen Meili","Harvard University","Neuroscience","High","Female","Asian"
"1088","Chen Meili","Stanford University","Neuroscience","High","Female","Asian"
"1089","Chen Meili","Bridgewater State University","Neuroscience","Low","Female","Asian"
"1090","Chen Meili","California State University, Stanislaus","Neuroscience","Low","Female","Asian"
"1091","Priya Kumar","Harvard University","Neuroscience","High","Female","Asian"
"1092","Priya Kumar","Stanford University","Neuroscience","High","Female","Asian"
"1093","Priya Kumar","Bridgewater State University","Neuroscience","Low","Female","Asian"
"1094","Priya Kumar","California State University, Stanislaus","Neuroscience","Low","Female","Asian"
"1095","Anjali Gupta","Harvard University","Neuroscience","High","Female","Asian"
"1096","Anjali Gupta","Stanford University","Neuroscience","High","Female","Asian"
"1097","Anjali Gupta","Bridgewater State University","Neuroscience","Low","Female","Asian"
"1098","Gabriela Lopez","California State University, Stanislaus","Applied Mathematics","Low","Female","Hispanic"
"1099","Anjali Gupta","California State University, Stanislaus","Neuroscience","Low","Female","Asian"
"1100","Jermaine Jackson","Harvard University","Medical Sciences","High","Male","Black"
"1101","Jermaine Jackson","Stanford University","Medical Sciences","High","Male","Black"
"1102","Jermaine Jackson","Bridgewater State University","Medical Sciences","Low","Male","Black"
"1103","Jermaine Jackson","California State University, Stanislaus","Medical Sciences","Low","Male","Black"
"1104","Denzel Gaines","Harvard University","Medical Sciences","High","Male","Black"
"1105","Denzel Gaines","Stanford University","Medical Sciences","High","Male","Black"
"1106","Denzel Gaines","Bridgewater State University","Medical Sciences","Low","Male","Black"
"1107","Denzel Gaines","California State University, Stanislaus","Medical Sciences","Low","Male","Black"
"1108","Darius Mosby","Harvard University","Medical Sciences","High","Male","Black"
"1109","Darius Mosby","Stanford University","Medical Sciences","High","Male","Black"
"1110","Darius Mosby","Bridgewater State University","Medical Sciences","Low","Male","Black"
"1111","Darius Mosby","California State University, Stanislaus","Medical Sciences","Low","Male","Black"
"1112","Vivian Cheng","Harvard University","Applied Mathematics","High","Female","Asian"
"1113","Vivian Cheng","Stanford University","Applied Mathematics","High","Female","Asian"
"1114","Darnell Dawkins","Harvard University","Medical Sciences","High","Male","Black"
"1115","Darnell Dawkins","Stanford University","Medical Sciences","High","Male","Black"
"1116","Darnell Dawkins","Bridgewater State University","Medical Sciences","Low","Male","Black"
"1117","Darnell Dawkins","California State University, Stanislaus","Medical Sciences","Low","Male","Black"
"1118","Miguel Fernandez","Harvard University","Medical Sciences","High","Male","Hispanic"
"1119","Miguel Fernandez","Stanford University","Medical Sciences","High","Male","Hispanic"
"1120","Miguel Fernandez","Bridgewater State University","Medical Sciences","Low","Male","Hispanic"
"1121","Miguel Fernandez","California State University, Stanislaus","Medical Sciences","Low","Male","Hispanic"
"1122","Christian Hernandez","Harvard University","Medical Sciences","High","Male","Hispanic"
"1123","Christian Hernandez","Stanford University","Medical Sciences","High","Male","Hispanic"
"1124","Christian Hernandez","Bridgewater State University","Medical Sciences","Low","Male","Hispanic"
"1125","Christian Hernandez","California State University, Stanislaus","Medical Sciences","Low","Male","Hispanic"
"1126","Joe Alvarez","Harvard University","Medical Sciences","High","Male","Hispanic"
"1127","Joe Alvarez","Stanford University","Medical Sciences","High","Male","Hispanic"
"1128","Vivian Cheng","Bridgewater State University","Applied Mathematics","Low","Female","Asian"
"1129","Joe Alvarez","Bridgewater State University","Medical Sciences","Low","Male","Hispanic"
"1130","Joe Alvarez","California State University, Stanislaus","Medical Sciences","Low","Male","Hispanic"
"1131","Rodrigo Romero","Harvard University","Medical Sciences","High","Male","Hispanic"
"1132","Rodrigo Romero","Stanford University","Medical Sciences","High","Male","Hispanic"
"1133","Rodrigo Romero","Bridgewater State University","Medical Sciences","Low","Male","Hispanic"
"1134","Rodrigo Romero","California State University, Stanislaus","Medical Sciences","Low","Male","Hispanic"
"1135","George Yang","Harvard University","Medical Sciences","High","Male","Asian"
"1136","George Yang","Stanford University","Medical Sciences","High","Male","Asian"
"1137","George Yang","Bridgewater State University","Medical Sciences","Low","Male","Asian"
"1138","George Yang","California State University, Stanislaus","Medical Sciences","Low","Male","Asian"
"1139","Harry Wu","Harvard University","Medical Sciences","High","Male","Asian"
"1140","Harry Wu","Stanford University","Medical Sciences","High","Male","Asian"
"1141","Harry Wu","Bridgewater State University","Medical Sciences","Low","Male","Asian"
"1142","Vivian Cheng","California State University, Stanislaus","Applied Mathematics","Low","Female","Asian"
"1143","Harry Wu","California State University, Stanislaus","Medical Sciences","Low","Male","Asian"
"1144","Pheng Chan","Harvard University","Medical Sciences","High","Male","Asian"
"1145","Pheng Chan","Stanford University","Medical Sciences","High","Male","Asian"
"1146","Pheng Chan","Bridgewater State University","Medical Sciences","Low","Male","Asian"
"1147","Pheng Chan","California State University, Stanislaus","Medical Sciences","Low","Male","Asian"
"1148","Kenji Yoshida","Harvard University","Medical Sciences","High","Male","Asian"
"1149","Kenji Yoshida","Stanford University","Medical Sciences","High","Male","Asian"
"1150","Kenji Yoshida","Bridgewater State University","Medical Sciences","Low","Male","Asian"
"1151","Kenji Yoshida","California State University, Stanislaus","Medical Sciences","Low","Male","Asian"
"1152","Gregory Roberts","Harvard University","Medical Sciences","High","Male","White"
"1153","Gregory Roberts","Stanford University","Medical Sciences","High","Male","White"
"1154","Gregory Roberts","Bridgewater State University","Medical Sciences","Low","Male","White"
"1155","Gregory Roberts","California State University, Stanislaus","Medical Sciences","Low","Male","White"
"1156","Christina Wang","Harvard University","Applied Mathematics","High","Female","Asian"
"1157","Christina Wang","Stanford University","Applied Mathematics","High","Female","Asian"
"1158","Matthew Owens","Harvard University","Medical Sciences","High","Male","White"
"1159","Matthew Owens","Stanford University","Medical Sciences","High","Male","White"
"1160","Matthew Owens","Bridgewater State University","Medical Sciences","Low","Male","White"
"1161","Matthew Owens","California State University, Stanislaus","Medical Sciences","Low","Male","White"
"1162","Paul Bennett","Harvard University","Medical Sciences","High","Male","White"
"1163","Paul Bennett","Stanford University","Medical Sciences","High","Male","White"
"1164","Paul Bennett","Bridgewater State University","Medical Sciences","Low","Male","White"
"1165","Paul Bennett","California State University, Stanislaus","Medical Sciences","Low","Male","White"
"1166","Chad Nichols","Harvard University","Medical Sciences","High","Male","White"
"1167","Chad Nichols","Stanford University","Medical Sciences","High","Male","White"
"1168","Chad Nichols","Bridgewater State University","Medical Sciences","Low","Male","White"
"1169","Chad Nichols","California State University, Stanislaus","Medical Sciences","Low","Male","White"
"1170","Li Weihao","Harvard University","Medical Sciences","High","Male","Asian"
"1171","Li Weihao","Stanford University","Medical Sciences","High","Male","Asian"
"1172","Christina Wang","Bridgewater State University","Applied Mathematics","Low","Female","Asian"
"1173","Li Weihao","Bridgewater State University","Medical Sciences","Low","Male","Asian"
"1174","Li Weihao","California State University, Stanislaus","Medical Sciences","Low","Male","Asian"
"1175","Wang Gangwei","Harvard University","Medical Sciences","High","Male","Asian"
"1176","Wang Gangwei","Stanford University","Medical Sciences","High","Male","Asian"
"1177","Wang Gangwei","Bridgewater State University","Medical Sciences","Low","Male","Asian"
"1178","Wang Gangwei","California State University, Stanislaus","Medical Sciences","Low","Male","Asian"
"1179","Rahul Sharma","Harvard University","Medical Sciences","High","Male","Asian"
"1180","Rahul Sharma","Stanford University","Medical Sciences","High","Male","Asian"
"1181","Rahul Sharma","Bridgewater State University","Medical Sciences","Low","Male","Asian"
"1182","Rahul Sharma","California State University, Stanislaus","Medical Sciences","Low","Male","Asian"
"1183","Amit Patel","Harvard University","Medical Sciences","High","Male","Asian"
"1184","Amit Patel","Stanford University","Medical Sciences","High","Male","Asian"
"1185","Amit Patel","Bridgewater State University","Medical Sciences","Low","Male","Asian"
"1186","Darius Mosby","California State University, Stanislaus","Applied Mathematics","Low","Male","Black"
"1187","Christina Wang","California State University, Stanislaus","Applied Mathematics","Low","Female","Asian"
"1188","Amit Patel","California State University, Stanislaus","Medical Sciences","Low","Male","Asian"
"1189","Keisha Towns","Harvard University","Medical Sciences","High","Female","Black"
"1190","Keisha Towns","Stanford University","Medical Sciences","High","Female","Black"
"1191","Keisha Towns","Bridgewater State University","Medical Sciences","Low","Female","Black"
"1192","Keisha Towns","California State University, Stanislaus","Medical Sciences","Low","Female","Black"
"1193","Tyra Cooks","Harvard University","Medical Sciences","High","Female","Black"
"1194","Tyra Cooks","Stanford University","Medical Sciences","High","Female","Black"
"1195","Tyra Cooks","Bridgewater State University","Medical Sciences","Low","Female","Black"
"1196","Tyra Cooks","California State University, Stanislaus","Medical Sciences","Low","Female","Black"
"1197","Janae Washington","Harvard University","Medical Sciences","High","Female","Black"
"1198","Janae Washington","Stanford University","Medical Sciences","High","Female","Black"
"1199","Janae Washington","Bridgewater State University","Medical Sciences","Low","Female","Black"
"1200","Janae Washington","California State University, Stanislaus","Medical Sciences","Low","Female","Black"
"1201","Suni Tran","Harvard University","Applied Mathematics","High","Female","Asian"
"1202","Suni Tran","Stanford University","Applied Mathematics","High","Female","Asian"
"1203","Monique Rivers","Harvard University","Medical Sciences","High","Female","Black"
"1204","Monique Rivers","Stanford University","Medical Sciences","High","Female","Black"
"1205","Monique Rivers","Bridgewater State University","Medical Sciences","Low","Female","Black"
"1206","Monique Rivers","California State University, Stanislaus","Medical Sciences","Low","Female","Black"
"1207","Maria Garcia","Harvard University","Medical Sciences","High","Female","Hispanic"
"1208","Maria Garcia","Stanford University","Medical Sciences","High","Female","Hispanic"
"1209","Maria Garcia","Bridgewater State University","Medical Sciences","Low","Female","Hispanic"
"1210","Maria Garcia","California State University, Stanislaus","Medical Sciences","Low","Female","Hispanic"
"1211","Vanessa Rodriquez","Harvard University","Medical Sciences","High","Female","Hispanic"
"1212","Vanessa Rodriquez","Stanford University","Medical Sciences","High","Female","Hispanic"
"1213","Vanessa Rodriquez","Bridgewater State University","Medical Sciences","Low","Female","Hispanic"
"1214","Vanessa Rodriquez","California State University, Stanislaus","Medical Sciences","Low","Female","Hispanic"
"1215","Laura Ramirez","Harvard University","Medical Sciences","High","Female","Hispanic"
"1216","Laura Ramirez","Stanford University","Medical Sciences","High","Female","Hispanic"
"1217","Suni Tran","Bridgewater State University","Applied Mathematics","Low","Female","Asian"
"1218","Laura Ramirez","Bridgewater State University","Medical Sciences","Low","Female","Hispanic"
"1219","Laura Ramirez","California State University, Stanislaus","Medical Sciences","Low","Female","Hispanic"
"1220","Gabriela Lopez","Harvard University","Medical Sciences","High","Female","Hispanic"
"1221","Gabriela Lopez","Stanford University","Medical Sciences","High","Female","Hispanic"
"1222","Gabriela Lopez","Bridgewater State University","Medical Sciences","Low","Female","Hispanic"
"1223","Gabriela Lopez","California State University, Stanislaus","Medical Sciences","Low","Female","Hispanic"
"1224","Vivian Cheng","Harvard University","Medical Sciences","High","Female","Asian"
"1225","Vivian Cheng","Stanford University","Medical Sciences","High","Female","Asian"
"1226","Vivian Cheng","Bridgewater State University","Medical Sciences","Low","Female","Asian"
"1227","Vivian Cheng","California State University, Stanislaus","Medical Sciences","Low","Female","Asian"
"1228","Christina Wang","Harvard University","Medical Sciences","High","Female","Asian"
"1229","Christina Wang","Stanford University","Medical Sciences","High","Female","Asian"
"1230","Christina Wang","Bridgewater State University","Medical Sciences","Low","Female","Asian"
"1231","Suni Tran","California State University, Stanislaus","Applied Mathematics","Low","Female","Asian"
"1232","Christina Wang","California State University, Stanislaus","Medical Sciences","Low","Female","Asian"
"1233","Suni Tran","Harvard University","Medical Sciences","High","Female","Asian"
"1234","Suni Tran","Stanford University","Medical Sciences","High","Female","Asian"
"1235","Suni Tran","Bridgewater State University","Medical Sciences","Low","Female","Asian"
"1236","Suni Tran","California State University, Stanislaus","Medical Sciences","Low","Female","Asian"
"1237","Mei Lin","Harvard University","Medical Sciences","High","Female","Asian"
"1238","Mei Lin","Stanford University","Medical Sciences","High","Female","Asian"
"1239","Mei Lin","Bridgewater State University","Medical Sciences","Low","Female","Asian"
"1240","Mei Lin","California State University, Stanislaus","Medical Sciences","Low","Female","Asian"
"1241","Katie Burns","Harvard University","Medical Sciences","High","Female","White"
"1242","Katie Burns","Stanford University","Medical Sciences","High","Female","White"
"1243","Katie Burns","Bridgewater State University","Medical Sciences","Low","Female","White"
"1244","Katie Burns","California State University, Stanislaus","Medical Sciences","Low","Female","White"
"1245","Mei Lin","Harvard University","Applied Mathematics","High","Female","Asian"
"1246","Mei Lin","Stanford University","Applied Mathematics","High","Female","Asian"
"1247","Cara O'Connor","Harvard University","Medical Sciences","High","Female","White"
"1248","Cara O'Connor","Stanford University","Medical Sciences","High","Female","White"
"1249","Cara O'Connor","Bridgewater State University","Medical Sciences","Low","Female","White"
"1250","Cara O'Connor","California State University, Stanislaus","Medical Sciences","Low","Female","White"
"1251","Allison Baker","Harvard University","Medical Sciences","High","Female","White"
"1252","Allison Baker","Stanford University","Medical Sciences","High","Female","White"
"1253","Allison Baker","Bridgewater State University","Medical Sciences","Low","Female","White"
"1254","Allison Baker","California State University, Stanislaus","Medical Sciences","Low","Female","White"
"1255","Meredith Rogers","Harvard University","Medical Sciences","High","Female","White"
"1256","Meredith Rogers","Stanford University","Medical Sciences","High","Female","White"
"1257","Meredith Rogers","Bridgewater State University","Medical Sciences","Low","Female","White"
"1258","Meredith Rogers","California State University, Stanislaus","Medical Sciences","Low","Female","White"
"1259","Liu Xiaohong","Harvard University","Medical Sciences","High","Female","Asian"
"1260","Liu Xiaohong","Stanford University","Medical Sciences","High","Female","Asian"
"1261","Mei Lin","Bridgewater State University","Applied Mathematics","Low","Female","Asian"
"1262","Liu Xiaohong","Bridgewater State University","Medical Sciences","Low","Female","Asian"
"1263","Liu Xiaohong","California State University, Stanislaus","Medical Sciences","Low","Female","Asian"
"1264","Chen Meili","Harvard University","Medical Sciences","High","Female","Asian"
"1265","Chen Meili","Stanford University","Medical Sciences","High","Female","Asian"
"1266","Chen Meili","Bridgewater State University","Medical Sciences","Low","Female","Asian"
"1267","Chen Meili","California State University, Stanislaus","Medical Sciences","Low","Female","Asian"
"1268","Priya Kumar","Harvard University","Medical Sciences","High","Female","Asian"
"1269","Priya Kumar","Stanford University","Medical Sciences","High","Female","Asian"
"1270","Priya Kumar","Bridgewater State University","Medical Sciences","Low","Female","Asian"
"1271","Priya Kumar","California State University, Stanislaus","Medical Sciences","Low","Female","Asian"
"1272","Anjali Gupta","Harvard University","Medical Sciences","High","Female","Asian"
"1273","Anjali Gupta","Stanford University","Medical Sciences","High","Female","Asian"
"1274","Anjali Gupta","Bridgewater State University","Medical Sciences","Low","Female","Asian"
"1275","Mei Lin","California State University, Stanislaus","Applied Mathematics","Low","Female","Asian"
"1276","Anjali Gupta","California State University, Stanislaus","Medical Sciences","Low","Female","Asian"
"1277","Katie Burns","Harvard University","Applied Mathematics","High","Female","White"
"1278","Katie Burns","Stanford University","Applied Mathematics","High","Female","White"
"1279","Katie Burns","Bridgewater State University","Applied Mathematics","Low","Female","White"
"1280","Katie Burns","California State University, Stanislaus","Applied Mathematics","Low","Female","White"
"1281","Jermaine Jackson","Harvard University","Computer Sciences","High","Male","Black"
"1282","Denzel Gaines","Bridgewater State University","Computer Sciences","Low","Male","Black"
"1283","Li Weihao","Bridgewater State University","Computer Sciences","Low","Male","Asian"
"1284","Li Weihao","California State University, Stanislaus","Computer Sciences","Low","Male","Asian"
"1285","Wang Gangwei","Harvard University","Computer Sciences","High","Male","Asian"
"1286","Wang Gangwei","Stanford University","Computer Sciences","High","Male","Asian"
"1287","Wang Gangwei","Bridgewater State University","Computer Sciences","Low","Male","Asian"
"1288","Wang Gangwei","California State University, Stanislaus","Computer Sciences","Low","Male","Asian"
"1289","Rahul Sharma","Harvard University","Computer Sciences","High","Male","Asian"
"1290","Denzel Gaines","California State University, Stanislaus","Computer Sciences","Low","Male","Black"
"1291","Rahul Sharma","Stanford University","Computer Sciences","High","Male","Asian"
"1292","Rahul Sharma","Bridgewater State University","Computer Sciences","Low","Male","Asian"
"1293","Rahul Sharma","California State University, Stanislaus","Computer Sciences","Low","Male","Asian"
"1294","Amit Patel","Harvard University","Computer Sciences","High","Male","Asian"
"1295","Amit Patel","Stanford University","Computer Sciences","High","Male","Asian"
"1296","Amit Patel","Bridgewater State University","Computer Sciences","Low","Male","Asian"
"1297","Amit Patel","California State University, Stanislaus","Computer Sciences","Low","Male","Asian"
"1298","Keisha Towns","Harvard University","Computer Sciences","High","Female","Black"
"1299","Keisha Towns","Stanford University","Computer Sciences","High","Female","Black"
"1300","Keisha Towns","Bridgewater State University","Computer Sciences","Low","Female","Black"
"1301","Keisha Towns","California State University, Stanislaus","Computer Sciences","Low","Female","Black"
"1302","Tyra Cooks","Harvard University","Computer Sciences","High","Female","Black"
"1303","Tyra Cooks","Stanford University","Computer Sciences","High","Female","Black"
"1304","Darius Mosby","Harvard University","Computer Sciences","High","Male","Black"
"1305","Tyra Cooks","Bridgewater State University","Computer Sciences","Low","Female","Black"
"1306","Tyra Cooks","California State University, Stanislaus","Computer Sciences","Low","Female","Black"
"1307","Janae Washington","Harvard University","Computer Sciences","High","Female","Black"
"1308","Janae Washington","Stanford University","Computer Sciences","High","Female","Black"
"1309","Janae Washington","Bridgewater State University","Computer Sciences","Low","Female","Black"
"1310","Janae Washington","California State University, Stanislaus","Computer Sciences","Low","Female","Black"
"1311","Monique Rivers","Harvard University","Computer Sciences","High","Female","Black"
"1312","Darius Mosby","Stanford University","Computer Sciences","High","Male","Black"
"1313","Monique Rivers","Stanford University","Computer Sciences","High","Female","Black"
"1314","Monique Rivers","Bridgewater State University","Computer Sciences","Low","Female","Black"
"1315","Monique Rivers","California State University, Stanislaus","Computer Sciences","Low","Female","Black"
"1316","Maria Garcia","Harvard University","Computer Sciences","High","Female","Hispanic"
"1317","Maria Garcia","Stanford University","Computer Sciences","High","Female","Hispanic"
"1318","Maria Garcia","Bridgewater State University","Computer Sciences","Low","Female","Hispanic"
"1319","Maria Garcia","California State University, Stanislaus","Computer Sciences","Low","Female","Hispanic"
"1320","Vanessa Rodriquez","Harvard University","Computer Sciences","High","Female","Hispanic"
"1321","Vanessa Rodriquez","Stanford University","Computer Sciences","High","Female","Hispanic"
"1322","Vanessa Rodriquez","Bridgewater State University","Computer Sciences","Low","Female","Hispanic"
"1323","Vanessa Rodriquez","California State University, Stanislaus","Computer Sciences","Low","Female","Hispanic"
"1324","Laura Ramirez","Harvard University","Computer Sciences","High","Female","Hispanic"
"1325","Laura Ramirez","Stanford University","Computer Sciences","High","Female","Hispanic"
"1326","Darius Mosby","Bridgewater State University","Computer Sciences","Low","Male","Black"
"1327","Laura Ramirez","Bridgewater State University","Computer Sciences","Low","Female","Hispanic"
"1328","Laura Ramirez","California State University, Stanislaus","Computer Sciences","Low","Female","Hispanic"
"1329","Gabriela Lopez","Harvard University","Computer Sciences","High","Female","Hispanic"
"1330","Gabriela Lopez","Stanford University","Computer Sciences","High","Female","Hispanic"
"1331","Gabriela Lopez","Bridgewater State University","Computer Sciences","Low","Female","Hispanic"
"1332","Gabriela Lopez","California State University, Stanislaus","Computer Sciences","Low","Female","Hispanic"
"1333","Vivian Cheng","Harvard University","Computer Sciences","High","Female","Asian"
"1334","Darius Mosby","California State University, Stanislaus","Computer Sciences","Low","Male","Black"
"1335","Vivian Cheng","Stanford University","Computer Sciences","High","Female","Asian"
"1336","Vivian Cheng","Bridgewater State University","Computer Sciences","Low","Female","Asian"
"1337","Vivian Cheng","California State University, Stanislaus","Computer Sciences","Low","Female","Asian"
"1338","Christina Wang","Harvard University","Computer Sciences","High","Female","Asian"
"1339","Christina Wang","Stanford University","Computer Sciences","High","Female","Asian"
"1340","Christina Wang","Bridgewater State University","Computer Sciences","Low","Female","Asian"
"1341","Christina Wang","California State University, Stanislaus","Computer Sciences","Low","Female","Asian"
"1342","Suni Tran","Harvard University","Computer Sciences","High","Female","Asian"
"1343","Suni Tran","Stanford University","Computer Sciences","High","Female","Asian"
"1344","Suni Tran","Bridgewater State University","Computer Sciences","Low","Female","Asian"
"1345","Suni Tran","California State University, Stanislaus","Computer Sciences","Low","Female","Asian"
"1346","Mei Lin","Harvard University","Computer Sciences","High","Female","Asian"
"1347","Mei Lin","Stanford University","Computer Sciences","High","Female","Asian"
"1348","Darnell Dawkins","Harvard University","Computer Sciences","High","Male","Black"
"1349","Mei Lin","Bridgewater State University","Computer Sciences","Low","Female","Asian"
"1350","Mei Lin","California State University, Stanislaus","Computer Sciences","Low","Female","Asian"
"1351","Katie Burns","Harvard University","Computer Sciences","High","Female","White"
"1352","Katie Burns","Stanford University","Computer Sciences","High","Female","White"
"1353","Katie Burns","Bridgewater State University","Computer Sciences","Low","Female","White"
"1354","Katie Burns","California State University, Stanislaus","Computer Sciences","Low","Female","White"
"1355","Cara O'Connor","Harvard University","Computer Sciences","High","Female","White"
"1356","Jermaine Jackson","Stanford University","Computer Sciences","High","Male","Black"
"1357","Darnell Dawkins","Stanford University","Computer Sciences","High","Male","Black"
"1358","Cara O'Connor","Stanford University","Computer Sciences","High","Female","White"
"1359","Cara O'Connor","Bridgewater State University","Computer Sciences","Low","Female","White"
"1360","Cara O'Connor","California State University, Stanislaus","Computer Sciences","Low","Female","White"
"1361","Allison Baker","Harvard University","Computer Sciences","High","Female","White"
"1362","Allison Baker","Stanford University","Computer Sciences","High","Female","White"
"1363","Allison Baker","Bridgewater State University","Computer Sciences","Low","Female","White"
"1364","Allison Baker","California State University, Stanislaus","Computer Sciences","Low","Female","White"
"1365","Meredith Rogers","Harvard University","Computer Sciences","High","Female","White"
"1366","Meredith Rogers","Stanford University","Computer Sciences","High","Female","White"
"1367","Meredith Rogers","Bridgewater State University","Computer Sciences","Low","Female","White"
"1368","Meredith Rogers","California State University, Stanislaus","Computer Sciences","Low","Female","White"
"1369","Liu Xiaohong","Harvard University","Computer Sciences","High","Female","Asian"
"1370","Liu Xiaohong","Stanford University","Computer Sciences","High","Female","Asian"
"1371","Darnell Dawkins","Bridgewater State University","Computer Sciences","Low","Male","Black"
"1372","Liu Xiaohong","Bridgewater State University","Computer Sciences","Low","Female","Asian"
"1373","Liu Xiaohong","California State University, Stanislaus","Computer Sciences","Low","Female","Asian"
"1374","Chen Meili","Harvard University","Computer Sciences","High","Female","Asian"
"1375","Chen Meili","Stanford University","Computer Sciences","High","Female","Asian"
"1376","Chen Meili","Bridgewater State University","Computer Sciences","Low","Female","Asian"
"1377","Chen Meili","California State University, Stanislaus","Computer Sciences","Low","Female","Asian"
"1378","Priya Kumar","Harvard University","Computer Sciences","High","Female","Asian"
"1379","Darnell Dawkins","California State University, Stanislaus","Computer Sciences","Low","Male","Black"
"1380","Priya Kumar","Stanford University","Computer Sciences","High","Female","Asian"
"1381","Priya Kumar","Bridgewater State University","Computer Sciences","Low","Female","Asian"
"1382","Priya Kumar","California State University, Stanislaus","Computer Sciences","Low","Female","Asian"
"1383","Anjali Gupta","Harvard University","Computer Sciences","High","Female","Asian"
"1384","Anjali Gupta","Stanford University","Computer Sciences","High","Female","Asian"
"1385","Anjali Gupta","Bridgewater State University","Computer Sciences","Low","Female","Asian"
"1386","Anjali Gupta","California State University, Stanislaus","Computer Sciences","Low","Female","Asian"
"1387","Jermaine Jackson","Harvard University","Economics","High","Male","Black"
"1388","Jermaine Jackson","Stanford University","Economics","High","Male","Black"
"1389","Jermaine Jackson","Bridgewater State University","Economics","Low","Male","Black"
"1390","Jermaine Jackson","California State University, Stanislaus","Economics","Low","Male","Black"
"1391","Denzel Gaines","Harvard University","Economics","High","Male","Black"
"1392","Denzel Gaines","Stanford University","Economics","High","Male","Black"
"1393","Miguel Fernandez","Harvard University","Computer Sciences","High","Male","Hispanic"
"1394","Denzel Gaines","Bridgewater State University","Economics","Low","Male","Black"
"1395","Denzel Gaines","California State University, Stanislaus","Economics","Low","Male","Black"
"1396","Darius Mosby","Harvard University","Economics","High","Male","Black"
"1397","Darius Mosby","Stanford University","Economics","High","Male","Black"
"1398","Darius Mosby","Bridgewater State University","Economics","Low","Male","Black"
"1399","Darius Mosby","California State University, Stanislaus","Economics","Low","Male","Black"
"1400","Darnell Dawkins","Harvard University","Economics","High","Male","Black"
"1401","Miguel Fernandez","Stanford University","Computer Sciences","High","Male","Hispanic"
"1402","Darnell Dawkins","Stanford University","Economics","High","Male","Black"
"1403","Darnell Dawkins","Bridgewater State University","Economics","Low","Male","Black"
"1404","Darnell Dawkins","California State University, Stanislaus","Economics","Low","Male","Black"
"1405","Miguel Fernandez","Harvard University","Economics","High","Male","Hispanic"
"1406","Miguel Fernandez","Stanford University","Economics","High","Male","Hispanic"
"1407","Miguel Fernandez","Bridgewater State University","Economics","Low","Male","Hispanic"
"1408","Miguel Fernandez","California State University, Stanislaus","Economics","Low","Male","Hispanic"
"1409","Christian Hernandez","Harvard University","Economics","High","Male","Hispanic"
"1410","Christian Hernandez","Stanford University","Economics","High","Male","Hispanic"
"1411","Christian Hernandez","Bridgewater State University","Economics","Low","Male","Hispanic"
"1412","Christian Hernandez","California State University, Stanislaus","Economics","Low","Male","Hispanic"
"1413","Joe Alvarez","Harvard University","Economics","High","Male","Hispanic"
"1414","Joe Alvarez","Stanford University","Economics","High","Male","Hispanic"
"1415","Miguel Fernandez","Bridgewater State University","Computer Sciences","Low","Male","Hispanic"
"1416","Joe Alvarez","Bridgewater State University","Economics","Low","Male","Hispanic"
"1417","Joe Alvarez","California State University, Stanislaus","Economics","Low","Male","Hispanic"
"1418","Rodrigo Romero","Harvard University","Economics","High","Male","Hispanic"
"1419","Rodrigo Romero","Stanford University","Economics","High","Male","Hispanic"
"1420","Rodrigo Romero","Bridgewater State University","Economics","Low","Male","Hispanic"
"1421","Rodrigo Romero","California State University, Stanislaus","Economics","Low","Male","Hispanic"
"1422","George Yang","Harvard University","Economics","High","Male","Asian"
"1423","Miguel Fernandez","California State University, Stanislaus","Computer Sciences","Low","Male","Hispanic"
"1424","George Yang","Stanford University","Economics","High","Male","Asian"
"1425","George Yang","Bridgewater State University","Economics","Low","Male","Asian"
"1426","George Yang","California State University, Stanislaus","Economics","Low","Male","Asian"
"1427","Harry Wu","Harvard University","Economics","High","Male","Asian"
"1428","Harry Wu","Stanford University","Economics","High","Male","Asian"
"1429","Harry Wu","Bridgewater State University","Economics","Low","Male","Asian"
"1430","Harry Wu","California State University, Stanislaus","Economics","Low","Male","Asian"
"1431","Pheng Chan","Harvard University","Economics","High","Male","Asian"
"1432","Pheng Chan","Stanford University","Economics","High","Male","Asian"
"1433","Pheng Chan","Bridgewater State University","Economics","Low","Male","Asian"
"1434","Pheng Chan","California State University, Stanislaus","Economics","Low","Male","Asian"
"1435","Kenji Yoshida","Harvard University","Economics","High","Male","Asian"
"1436","Kenji Yoshida","Stanford University","Economics","High","Male","Asian"
"1437","Christian Hernandez","Harvard University","Computer Sciences","High","Male","Hispanic"
"1438","Kenji Yoshida","Bridgewater State University","Economics","Low","Male","Asian"
"1439","Kenji Yoshida","California State University, Stanislaus","Economics","Low","Male","Asian"
"1440","Gregory Roberts","Harvard University","Economics","High","Male","White"
"1441","Gregory Roberts","Stanford University","Economics","High","Male","White"
"1442","Gregory Roberts","Bridgewater State University","Economics","Low","Male","White"
"1443","Gregory Roberts","California State University, Stanislaus","Economics","Low","Male","White"
"1444","Matthew Owens","Harvard University","Economics","High","Male","White"
"1445","Christian Hernandez","Stanford University","Computer Sciences","High","Male","Hispanic"
"1446","Matthew Owens","Stanford University","Economics","High","Male","White"
"1447","Matthew Owens","Bridgewater State University","Economics","Low","Male","White"
"1448","Matthew Owens","California State University, Stanislaus","Economics","Low","Male","White"
